duration,x^0,x^1,x^2,x^3,x^4,x^5,x^6,x^7,y^0,y^1,y^2,y^3,y^4,y^5,y^6,y^7,z^0,z^1,z^2,z^3,z^4,z^5,z^6,z^7,yaw^0,yaw^1,yaw^2,yaw^3,yaw^4,yaw^5,yaw^6,yaw^7
1,0,0,0,0.00160428,-0.000161729,4.22319e-06,0,0,-4,0,0,0.0216844,-0.0028528,0.000101768,0,0,1,0,0,-7.74492e-13,-2.77289e-12,1.01585e-12,0,0,0,0,0,0,0,0,0,0,
1,0.00144678,0.00418705,0.0038847,0.000999635,-0.000140685,4.22356e-06,0,0,-3.98107,0.0541509,0.0489541,0.0112909,-0.00234396,0.000101768,0,0,1,-7.05036e-12,1.31593e-11,7.93499e-12,-7.57172e-12,2.55018e-12,0,0,0,0,0,0,0,0,0,0,
1,0.0103817,0.0144137,0.00608172,0.000479115,-0.000119584,4.21189e-06,0,0,-3.86891,0.177065,0.0697807,0.00293272,-0.00183512,0.000101768,0,0,1,2.64579e-11,1.14717e-11,3.95417e-12,-3.94529e-12,1.27565e-12,0,0,0,0,0,0,0,0,0,0,
1,0.0312409,0.0275572,0.00684367,4.28962e-05,-9.85249e-05,4.2113e-06,0,0,-3.62087,0.318593,0.0685858,-0.00339009,-0.00132628,0.000101768,0,0,1,5.14415e-11,1.29816e-11,-1.16529e-12,5.71987e-13,2.21378e-13,0,0,0,0,0,0,0,0,0,0,
1,0.0655904,0.0410002,0.00642332,-0.000309091,-7.74601e-05,4.21034e-06,0,0,-3.2383,0.440798,0.0514755,-0.00767755,-0.000817438,0.000101766,0,0,1,7.67928e-11,1.06102e-11,1.20792e-13,-1.97442e-12,7.27418e-13,0,0,0,0,0,0,0,0,0,0,
1,0.112632,0.0526308,0.0050734,-0.000576835,-5.64014e-05,4.21095e-06,0,0,-2.75442,0.517955,0.0245559,-0.00992963,-0.000308607,0.00010177,0,0,1,9.46425e-11,1.59872e-11,-9.27258e-13,-1.31717e-12,1.10023e-12,0,0,0,0,0,0,0,0,0,0,
1,0.169707,0.0608426,0.0030466,-0.000760335,-3.53467e-05,4.21249e-06,0,0,-2.22205,0.536552,-0.00606698,-0.0101464,0.000200237,0.000101768,0,0,1,1.24522e-10,4.8388e-12,3.81917e-12,-2.19202e-12,-2.24487e-13,0,0,0,0,0,0,0,0,0,0,
1,0.232804,0.0645344,0.000595632,-0.000859602,-1.42871e-05,4.21165e-06,0,0,-1.70141,0.495289,-0.034287,-0.00832774,0.000709077,0.000101768,0,0,1,1.35381e-10,3.42837e-12,3.03402e-12,-5.58664e-12,1.16707e-12,0,0,0,0,0,0,0,0,0,0,
1,0.297065,0.0631108,-0.00202678,-0.000874631,6.77246e-06,4.21194e-06,0,0,-1.24792,0.405077,-0.053998,-0.00447377,0.00121794,0.000101757,0,0,1,1.34069e-10,-1.0246e-11,-1.02709e-11,3.71081e-12,-8.04912e-13,0,0,0,0,0,0,0,0,0,0,
1,0.357285,0.0564815,-0.00456792,-0.000805422,2.7832e-05,4.21194e-06,0,0,-0.9,0.28904,-0.0590941,0.0014156,0.00172676,-0.000139907,0,0,1,9.27409e-11,-3.41007e-11,3.78186e-12,-6.87628e-12,2.5604e-12,0,0,0,0,0,0,0,0,0,0,
