duration,x^0,x^1,x^2,x^3,x^4,x^5,x^6,x^7,y^0,y^1,y^2,y^3,y^4,y^5,y^6,y^7,z^0,z^1,z^2,z^3,z^4,z^5,z^6,z^7,yaw^0,yaw^1,yaw^2,yaw^3,yaw^4,yaw^5,yaw^6,yaw^7
1,3,0,0,-0.00695641,0.000478365,-8.26852e-06,0,0,4,0,0,0.00173271,-0.000207169,5.16788e-06,0,0,1,0,0,0.000536073,-1.10104e-05,-3.90028e-07,0,0,0,0,0,0,0,0,0,0,
1,2.99351,-0.0189971,-0.0180817,-0.00512563,0.000437023,-8.26856e-06,0,0,4.00153,0.0043953,0.0040068,0.000955714,-0.00018133,5.16792e-06,0,0,1.00052,0.00156223,0.00153826,0.00048813,-1.29607e-05,-3.90273e-07,0,0,0,0,0,0,0,0,0,0,
1,2.95174,-0.0688307,-0.0309192,-0.00346023,0.000395681,-8.26873e-06,0,0,4.01071,0.0145766,0.00583764,0.000282073,-0.00015549,5.16794e-06,0,0,1.0041,0.00604934,0.00292098,0.000432385,-1.49116e-05,-3.90184e-07,0,0,0,0,0,0,0,0,0,0,
1,2.84892,-0.139508,-0.0390084,-0.00196019,0.000354337,-8.26819e-06,0,0,4.03126,0.0265019,0.0058026,-0.000288208,-0.00012965,5.16795e-06,0,0,1.01349,0.0131269,0.00412476,0.000368836,-1.68627e-05,-3.901e-07,0,0,0,0,0,0,0,0,0,0,
1,2.66878,-0.22203,-0.0428457,-0.000625523,0.000312996,-8.26784e-06,0,0,4.06315,0.0367497,0.00421175,-0.000755131,-0.000103811,5.16789e-06,0,0,1.03109,0.0224135,0.0051262,0.000297484,-1.88134e-05,-3.90121e-07,0,0,0,0,0,0,0,0,0,0,
1,2.40359,-0.308387,-0.0429269,0.000543777,0.000271651,-8.2679e-06,0,0,4.10326,0.0425184,0.00137517,-0.00111869,-7.79716e-05,5.16807e-06,0,0,1.05891,0.0334811,0.00590187,0.00021833,-2.07643e-05,-3.90046e-07,0,0,0,0,0,0,0,0,0,0,
1,2.05308,-0.391564,-0.0397484,0.00154771,0.000230307,-8.26709e-06,0,0,4.14596,0.0416267,-0.00239706,-0.0013789,-5.21314e-05,5.16789e-06,0,0,1.09849,0.0458549,0.00642837,0.000131372,-2.27154e-05,-3.89964e-07,0,0,0,0,0,0,0,0,0,0,
1,1.62354,-0.465538,-0.0338061,0.00238626,0.000188967,-8.26801e-06,0,0,4.18376,0.0325131,-0.00679487,-0.00153575,-2.62914e-05,5.16773e-06,0,0,1.15088,0.0590129,0.00668229,3.66107e-05,-2.46658e-05,-3.90023e-07,0,0,0,0,0,0,0,0,0,0,
1,1.12676,-0.525277,-0.0255962,0.00305945,0.000147627,-8.26893e-06,0,0,4.20793,0.0142368,-0.0115082,-0.00158924,-4.52211e-07,5.1679e-06,0,0,1.21659,0.0723867,0.00664023,-6.59528e-05,-2.66167e-05,-3.9012e-07,0,0,0,0,0,0,0,0,0,0,
1,0.579087,-0.566742,-0.0156147,0.00356726,0.000106296,-8.27315e-06,0,0,4.20907,-0.0135232,-0.0162269,-0.00153936,2.53873e-05,5.16798e-06,0,0,1.29552,0.0853609,0.00627877,-0.000176321,-2.85659e-05,-3.90646e-07,0,0,0,0,0,0,0,0,0,0,
1,0.000396321,-0.586886,-0.00435792,0.00390972,6.49413e-05,-8.26877e-06,0,0,4.17781,-0.0504678,-0.020641,-0.00138614,5.1227e-05,5.16798e-06,0,0,1.38696,0.0972733,0.00557451,-0.00029449,-3.05184e-05,-3.89995e-07,0,0,0,0,0,0,0,0,0,0,
1,-0.586881,-0.583654,0.00767821,0.0040868,2.35975e-05,-2.7255e-05,0,0,4.10537,-0.0956775,-0.0244404,-0.00112955,7.70668e-05,5.16793e-06,0,0,1.48948,0.107415,0.00450402,-0.000420464,-3.24676e-05,-3.90489e-07,0,0,0,0,0,0,0,0,0,0,
1,-1.15877,-0.556079,0.0198076,0.00390864,-0.000112685,-2.72543e-05,0,0,3.98421,-0.147613,-0.0273149,-0.000769602,0.000102907,3.42656e-06,0,0,1.60094,0.11503,0.00304392,-0.00055424,-3.44194e-05,-3.9016e-07,0,0,0,0,0,0,0,0,0,0,
1,-1.69128,-0.505325,0.0305849,0.00318536,-0.000248958,-2.11192e-05,0,0,3.80862,-0.204123,-0.028972,-0.000323709,0.000120039,-2.70959e-06,0,0,1.71843,0.119315,0.00117078,-0.000695819,-3.63702e-05,2.67807e-06,0,0,0,0,0,0,0,0,0,0,
1,-2.1631,-0.4357,0.0384361,0.00197834,-0.000354554,1.11544e-05,0,0,3.57531,-0.262571,-0.02925,0.000129352,0.00010649,-2.70953e-06,0,0,1.83818,0.119437,-0.00110811,-0.000814519,-2.29793e-05,2.67783e-06,0,0,0,0,0,0,0,0,0,0,
1,-2.55873,-0.354255,0.0423553,0.000671671,-0.000298781,1.11545e-05,0,0,3.28373,-0.320271,-0.0282501,0.000528217,9.29433e-05,-2.71075e-06,0,0,1.95568,0.114699,-0.00366277,-0.000879658,-9.58958e-06,2.67802e-06,0,0,0,0,0,0,0,0,0,0,
1,-2.87025,-0.268669,0.0426892,-0.000411907,-0.000243009,1.11547e-05,0,0,2.93582,-0.374828,-0.0261349,0.000872887,7.93912e-05,-2.70883e-06,0,0,2.06583,0.104709,-0.0063325,-0.000891236,3.80054e-06,2.67807e-06,0,0,0,0,0,0,0,0,0,0,
1,-3.09687,-0.185443,0.040107,-0.0012724,-0.000187236,1.11546e-05,0,0,2.53581,-0.424176,-0.023067,0.00116336,6.5845e-05,-2.71016e-06,0,0,2.16332,0.0893992,-0.00895663,-0.000849254,1.71908e-05,2.67805e-06,0,0,0,0,0,0,0,0,0,0,
1,-3.24365,-0.109739,0.0352779,-0.00190979,-0.000131463,1.11545e-05,0,0,2.08979,-0.46657,-0.019209,0.00139964,5.22948e-05,-2.70965e-06,0,0,2.24293,0.0690203,-0.0113745,-0.00075371,3.05811e-05,2.67805e-06,0,0,0,0,0,0,0,0,0,0,
1,-3.32014,-0.0453829,0.0288713,-0.0023241,-7.56909e-05,1.11547e-05,0,0,1.60546,-0.500593,-0.0147234,0.00158172,3.87463e-05,-2.70984e-06,0,0,2.29986,0.044146,-0.0134253,-0.000604605,4.39714e-05,2.67804e-06,0,0,0,0,0,0,0,0,0,0,
1,-3.33905,0.00514038,0.0215564,-0.00251532,-1.99178e-05,1.11546e-05,0,0,1.09177,-0.525153,-0.00977281,0.00170961,2.51979e-05,-2.70986e-06,0,0,2.33002,0.0156708,-0.0149485,-0.000401939,5.73616e-05,2.67806e-06,0,0,0,0,0,0,0,0,0,0,
1,-3.31487,0.0406833,0.0140025,-0.00248344,3.58549e-05,1.11545e-05,0,0,0.558572,-0.539483,-0.00451989,0.00178331,1.1648e-05,-2.70946e-06,0,0,2.3304,-0.0151892,-0.0157834,-0.000145712,7.07519e-05,2.67804e-06,0,0,0,0,0,0,0,0,0,0,
1,-3.26262,0.0614371,0.00687883,-0.00222848,9.16276e-05,1.11547e-05,0,0,0.0163612,-0.54314,0.000872822,0.0018028,-1.89998e-06,-2.70953e-06,0,0,2.29936,-0.0468968,-0.0157692,0.000164076,8.4142e-05,2.67807e-06,0,0,0,0,0,0,0,0,0,0,
1,-3.19643,0.0689316,0.000854707,-0.00175042,0.00016301,-4.45514e-06,0,0,-0.524107,-0.536007,0.00624273,0.00176811,-1.54491e-05,-2.70967e-06,0,0,2.23694,-0.077593,-0.0147454,0.000527425,0.000105337,-5.12682e-06,0,0,0,0,0,0,0,0,0,0,
1,-3.12824,0.0660195,-0.00346305,-0.00114293,0.000140734,-4.45523e-06,0,0,-1.05212,-0.518292,0.0114273,0.00167921,-2.8998e-05,-2.70959e-06,0,0,2.14523,-0.105106,-0.0125824,0.000897505,7.9703e-05,-5.12677e-06,0,0,0,0,0,0,0,0,0,0,
1,-3.06669,0.0562053,-0.00609199,-0.000624547,0.000118458,-4.45513e-06,0,0,-1.55734,-0.49053,0.0162638,0.00153612,-4.25453e-05,-2.71026e-06,0,0,2.02851,-0.127285,-0.00946289,0.00116505,5.4069e-05,-5.12683e-06,0,0,0,0,0,0,0,0,0,0,
1,-3.01709,0.0425993,-0.00729943,-0.000195267,9.61828e-05,-4.45545e-06,0,0,-2.03011,-0.453577,0.0205898,0.00133884,-5.6096e-05,-2.70946e-06,0,0,1.89298,-0.142525,-0.00569459,0.00133006,2.84351e-05,-5.12684e-06,0,0,0,0,0,0,0,0,0,0,
1,-2.98189,0.027777,-0.00735269,0.000144911,7.3906e-05,-4.45504e-06,0,0,-2.46182,-0.408619,0.0242426,0.00108736,-6.96453e-05,-2.70937e-06,0,0,1.74611,-0.149836,-0.00158507,0.00139253,2.80101e-06,-5.12683e-06,0,0,0,0,0,0,0,0,0,0,
1,-2.96125,0.0137797,-0.00651908,0.000395984,5.16299e-05,-4.45505e-06,0,0,-2.84518,-0.357164,0.0270598,0.000781687,-8.31945e-05,-2.70937e-06,0,0,1.59608,-0.148843,0.00255805,0.00135247,-2.28332e-05,-5.1268e-06,0,0,0,0,0,0,0,0,0,0,
