duration,x^0,x^1,x^2,x^3,x^4,x^5,x^6,x^7,y^0,y^1,y^2,y^3,y^4,y^5,y^6,y^7,z^0,z^1,z^2,z^3,z^4,z^5,z^6,z^7,yaw^0,yaw^1,yaw^2,yaw^3,yaw^4,yaw^5,yaw^6,yaw^7
1,-1,0,0,0.00264295,-0.00146257,0.000111551,0,0,4,0,0,-0.0138286,0.00187911,-8.06882e-05,0,0,1,0,0,-0.00827543,0.00137993,-6.31807e-05,0,0,0,0,0,0,0,0,0,0,
1,-0.998708,0.00263632,0.000268944,-0.00209181,-0.000904813,0.000111551,0,0,3.98797,-0.0343727,-0.0310179,-0.007119,0.00147568,-8.06876e-05,0,0,0.993041,-0.0196225,-0.0171785,-0.00338752,0.00106403,-6.31811e-05,0,0,0,0,0,0,0,0,0,0,
1,-0.998688,-0.00616273,-0.0103199,-0.00459556,-0.000347061,0.000111551,0,0,3.91686,-0.112266,-0.0443277,-0.00202317,0.00107225,-8.06905e-05,0,0,0.953854,-0.0602019,-0.0215887,0.000236787,0.000748124,-6.31801e-05,0,0,0,0,0,0,0,0,0,0,
1,-1.02,-0.0414196,-0.0250734,-0.00486829,0.000210694,0.00011155,0,0,3.75923,-0.203106,-0.0447707,0.00145893,0.000668809,-8.06889e-05,0,0,0.872985,-0.0999924,-0.0170214,0.00259748,0.000432223,-6.31805e-05,0,0,0,0,0,0,0,0,0,0,
1,-1.09104,-0.104771,-0.0372986,-0.00291001,0.000768447,0.00011155,0,0,3.5134,-0.285998,-0.0371879,0.00332728,0.000265385,-8.0691e-05,0,0,0.758937,-0.12483,-0.00726744,0.00369457,0.000116321,-6.31804e-05,0,0,0,0,0,0,0,0,0,0,
1,-1.23514,-0.184466,-0.0403024,0.00127928,0.0013262,0.000111551,0,0,3.19373,-0.349734,-0.0264207,0.00358191,-0.000138061,-8.0688e-05,0,0,0.630588,-0.128132,0.00388239,0.00352805,-0.000199582,-6.31804e-05,0,0,0,0,0,0,0,0,0,0,
1,-1.45719,-0.255371,-0.0273919,0.00769959,0.00188396,-0.000444963,0,0,2.82093,-0.392786,-0.0173102,0.00222278,-0.000541498,0.000104575,0,0,0.509604,-0.110897,0.0126373,0.00209792,-0.000515483,2.94506e-05,0,0,0,0,0,0,0,0,0,0,
1,-1.73082,-0.281745,0.002561,0.0107858,-0.000340858,-0.000444963,0,0,2.41262,-0.422381,-0.0128451,0.00110254,-1.86226e-05,0.000104574,0,0,0.412956,-0.0812433,0.0161326,0.000330492,-0.000368231,2.94505e-05,0,0,0,0,0,0,0,0,0,0,
1,-2,-0.247854,0.0284236,0.00497271,-0.00256567,0.000341149,0,0,1.97859,-0.444315,-0.00860347,0.00169387,0.00126409,-0.000275345,0,0,0.347837,-0.0493122,0.0152092,-0.000847925,-0.000220978,2.94505e-05,0,0,0,0,0,0,0,0,0,0,
1,-2.21668,-0.184646,0.0313592,-0.00187848,-0.000859927,0.000341149,0,0,1.52835,-0.452761,0.00130924,0.00399678,-0.000112635,-0.000275345,0,0,0.312695,-0.0221742,0.0116341,-0.00143733,-7.37255e-05,2.94505e-05,0,0,0,0,0,0,0,0,0,0,
1,-2.37237,-0.129297,0.0239756,-0.00224563,0.00016795,2.21457e-06,0,0,1.08051,-0.439979,0.00987033,0.00113173,-0.000811491,6.35896e-05,0,0,0.300673,-0.00336573,0.00717423,-0.00143773,0.000105379,-2.39893e-06,0,0,0,0,0,0,0,0,0,0,
1,-2.47976,-0.0873994,0.0182686,-0.00155169,0.000179022,2.21459e-06,0,0,0.650783,-0.419771,0.00903246,-0.00147834,-0.000493543,6.35896e-05,0,0,0.303147,0.00707905,0.00346932,-0.0010402,9.33847e-05,-2.39895e-06,0,0,0,0,0,0,0,0,0,0,
1,-2.55026,-0.0547902,0.0147098,-0.000813454,0.000190096,2.21435e-06,0,0,0.238135,-0.407798,0.00227209,-0.00281661,-0.000175594,6.35896e-05,0,0,0.312746,0.0112586,0.000885025,-0.000690655,8.13899e-05,-2.39895e-06,0,0,0,0,0,0,0,0,0,0,
1,-2.59097,-0.0270395,0.0134321,-3.09277e-05,0.000201168,2.21467e-06,0,0,-0.170319,-0.412088,-0.00659542,-0.00288309,0.000142354,6.35898e-05,0,0,0.324278,0.0112703,-0.000722591,-0.000389085,6.93952e-05,-2.39895e-06,0,0,0,0,0,0,0,0,0,0,
