duration,x^0,x^1,x^2,x^3,x^4,x^5,x^6,x^7,y^0,y^1,y^2,y^3,y^4,y^5,y^6,y^7,z^0,z^1,z^2,z^3,z^4,z^5,z^6,z^7,yaw^0,yaw^1,yaw^2,yaw^3,yaw^4,yaw^5,yaw^6,yaw^7
1,4,0,0,-0.0109504,0.000868802,-1.88017e-05,0,0,0,0,0,7.22812e-17,-1.08422e-16,4.33687e-17,0,0,1,0,0,-0.0021757,0.00027877,-9.19442e-06,0,0,0,0,0,0,0,0,0,0,
1,3.9899,-0.02947,-0.0278264,-0.00766322,0.000774794,-1.88017e-05,0,0,7.22812e-18,4.30459e-25,3.94117e-25,1.02935e-25,-4.10365e-26,9.77103e-27,0,0,0.998094,-0.00545801,-0.00494644,-0.00115257,0.000232798,-9.19449e-06,0,0,0,0,0,0,0,0,0,0,
1,3.9257,-0.105107,-0.0463554,-0.00475207,0.000680785,-1.88017e-05,0,0,7.22812e-18,1.41198e-24,5.52114e-25,1.24778e-26,-3.60707e-27,-4.53851e-27,0,0,0.98676,-0.0179234,-0.0070993,-0.000313321,0.000186826,-9.19441e-06,0,0,0,0,0,0,0,0,0,0,
1,3.77014,-0.209445,-0.0567149,-0.00221694,0.000586777,-1.88017e-05,0,0,7.22812e-18,2.51529e-24,5.25648e-25,-3.2296e-26,-9.98501e-27,5.32481e-28,0,0,0.961602,-0.0323606,-0.00701025,0.000342038,0.000140853,-9.19439e-06,0,0,0,0,0,0,0,0,0,0,
1,3.50233,-0.327273,-0.0600331,-5.78508e-05,0.000492769,-1.88017e-05,0,0,7.22813e-18,3.43277e-24,3.41861e-25,-6.30201e-26,3.45127e-27,-2.67937e-27,0,0,0.922705,-0.0448375,-0.00523096,0.000813508,9.48811e-05,-9.19439e-06,0,0,0,0,0,0,0,0,0,0,
1,3.11544,-0.445635,-0.057438,0.00172521,0.00039876,-1.88016e-05,0,0,7.22813e-18,3.92809e-24,9.73967e-26,-3.76109e-26,-3.41833e-26,1.217e-26,0,0,0.873536,-0.0525254,-0.00231309,0.00110109,4.8909e-05,-9.19444e-06,0,0,0,0,0,0,0,0,0,0,
1,2.61448,-0.553835,-0.0500578,0.00313223,0.000304752,-1.88017e-05,0,0,7.22814e-18,3.93993e-24,-1.63095e-25,-5.17394e-26,-1.0342e-26,2.0185e-27,0,0,0.819838,-0.0536986,0.00119168,0.00120478,2.93683e-06,-9.19445e-06,0,0,0,0,0,0,0,0,0,0,
1,2.014,-0.643429,-0.0390207,0.00416322,0.000210744,-1.88019e-05,0,0,7.22814e-18,3.43318e-24,-3.85934e-25,-2.60896e-26,-2.54782e-26,1.03881e-26,0,0,0.76853,-0.0477351,0.0047317,0.00112458,-4.30354e-05,-9.19445e-06,0,0,0,0,0,0,0,0,0,0,
1,1.33591,-0.708231,-0.0254545,0.00481818,0.000116736,-1.88017e-05,0,0,7.22814e-18,2.53136e-24,-5.33386e-25,-6.13655e-26,2.19195e-26,-6.50219e-27,0,0,0.726599,-0.0351161,0.00775529,0.000860497,-8.90076e-05,-9.19445e-06,0,0,0,0,0,0,0,0,0,0,
1,0.607137,-0.744313,-0.0104876,0.00509711,2.27262e-05,-1.88013e-05,0,0,7.22814e-18,1.33698e-24,-6.63276e-25,-1.52211e-26,-2.9464e-27,2.71999e-27,0,0,0.7,-0.017426,0.00971079,0.000412522,-0.00013498,-1.02303e-07,0,0,0,0,0,0,0,0,0,0,
1,-0.142562,-0.75,0.00475207,0.005,-7.12808e-05,-1.11986e-05,0,0,7.22814e-18,-3.33254e-26,-6.98594e-25,-3.43352e-27,8.9654e-27,-4.21055e-28,0,0,0.692562,0.00269269,0.0101375,-0.000128421,-0.000135491,7.501e-06,0,0,0,0,0,0,0,0,0,0,
1,-0.882893,-0.725837,0.0192124,0.00460289,-0.000127273,-1.11984e-05,0,0,7.22814e-18,-1.40672e-24,-6.52143e-25,1.61874e-26,2.05143e-26,-4.96351e-27,0,0,0.705136,0.0220779,0.00901426,-0.000595376,-9.79864e-05,7.501e-06,0,0,0,0,0,0,0,0,0,0,
1,-1.58505,-0.674169,0.0321455,0.00398182,-0.000183263,-1.11988e-05,0,0,7.22814e-18,-2.60609e-24,-5.12203e-25,5.8356e-26,-3.58932e-27,3.17102e-27,0,0,0.735542,0.0379658,0.00671522,-0.000912312,-6.04814e-05,7.501e-06,0,0,0,0,0,0,0,0,0,0,
1,-2.22329,-0.598721,0.0428793,0.00313677,-0.000239256,-1.11986e-05,0,0,7.22814e-18,-3.45759e-24,-3.09297e-25,4.48329e-26,1.45062e-26,-1.53217e-27,0,0,0.779258,0.0484549,0.0036904,-0.00107923,-2.29764e-05,7.501e-06,0,0,0,0,0,0,0,0,0,0,
1,-2.77624,-0.504565,0.0507421,0.00206777,-0.000295247,-1.11987e-05,0,0,7.22813e-18,-3.90087e-24,-7.54822e-26,2.99195e-26,3.62738e-26,-8.85772e-27,0,0,0.830309,0.0525436,0.000389872,-0.00109612,1.45286e-05,7.50101e-06,0,0,0,0,0,0,0,0,0,0,
1,-3.22831,-0.398115,0.055062,0.000774793,-0.00035124,-1.11981e-05,0,0,7.22813e-18,-3.86631e-24,1.52917e-25,6.82897e-26,-4.33479e-27,1.36414e-27,0,0,0.882168,0.0501306,-0.00273632,-0.000962999,5.20337e-05,7.50097e-06,0,0,0,0,0,0,0,0,0,0,
1,-3.57095,-0.287127,0.0551669,-0.000742149,-0.000407231,-1.11984e-05,0,0,7.22813e-18,-3.36552e-24,3.84779e-25,1.73589e-26,2.88802e-26,-1.0541e-26,0,0,0.928659,0.0420146,-0.0052381,-0.000679854,8.95387e-05,7.50099e-06,0,0,0,0,0,0,0,0,0,0,
1,-3.80407,-0.180705,0.0503851,-0.00248306,-0.000463223,-1.11983e-05,0,0,7.22812e-18,-2.48139e-24,5.14341e-25,2.33325e-26,-1.88834e-27,-2.71329e-27,0,0,0.964853,0.0298945,-0.00666542,-0.00024669,0.000127044,7.501e-06,0,0,0,0,0,0,0,0,0,0,
1,-3.93734,-0.0892926,0.0400446,-0.00444793,-0.000519215,-1.11983e-05,0,0,7.22812e-18,-1.40408e-24,5.38601e-25,-6.66587e-27,-1.89455e-26,-1.30162e-28,0,0,0.98797,0.0163693,-0.00656822,0.000336495,0.000164549,7.50099e-06,0,0,0,0,0,0,0,0,0,0,
1,-3.99157,-0.02468,0.0234736,-0.00663678,-0.000575206,-1.11984e-05,0,0,7.22812e-18,-4.22214e-25,3.68467e-25,-7.22812e-17,1.08422e-16,-4.33687e-17,0,0,0.998279,0.00493804,-0.00449643,0.0010697,0.000202054,7.50098e-06,0,0,0,0,0,0,0,0,0,0,
