duration,x^0,x^1,x^2,x^3,x^4,x^5,x^6,x^7,y^0,y^1,y^2,y^3,y^4,y^5,y^6,y^7,z^0,z^1,z^2,z^3,z^4,z^5,z^6,z^7,yaw^0,yaw^1,yaw^2,yaw^3,yaw^4,yaw^5,yaw^6,yaw^7
1,-4,0,0,-0.00667498,0.00101108,-3.63489e-05,0,0,-2.5,0,0,0.0145626,-0.00146844,3.85924e-05,0,0,1,0,0,1.72733e-11,1.1422e-12,-1.37446e-13,0,0,0,0,0,0,0,0,0,0,
1,-4.0057,-0.0161624,-0.014322,-0.00299416,0.000829335,-3.63489e-05,0,0,-2.48687,0.038007,0.0352631,0.00907478,-0.00127548,3.85924e-05,0,0,1,2.96501e-11,2.60485e-11,-2.55795e-13,-1.41052e-11,6.52256e-12,0,0,0,0,0,0,0,0,0,0,
1,-4.03839,-0.0506532,-0.0186919,-4.0305e-05,0.00064759,-3.63488e-05,0,0,-2.40576,0.130849,0.0552205,0.0043588,-0.00108251,3.85924e-05,0,0,1,5.09148e-11,-3.18394e-11,5.73284e-11,-4.63336e-11,1.58182e-11,0,0,0,0,0,0,0,0,0,0,
1,-4.10716,-0.0857493,-0.0152908,0.00218657,0.000465846,-3.63489e-05,0,0,-2.21638,0.250229,0.0621878,0.000414672,-0.000889552,3.85924e-05,0,0,1,5.32472e-11,5.23546e-11,-2.22453e-11,2.05418e-11,-2.16049e-12,0,0,0,0,0,0,0,0,0,0,
1,-4.20558,-0.108089,-0.00629948,0.00368646,0.000284102,-3.63488e-05,0,0,-1.90439,0.372483,0.0584804,-0.00275761,-0.000696589,3.85924e-05,0,0,1,1.50468e-10,1.10173e-10,-1.80389e-11,1.99876e-11,-7.07012e-12,0,0,0,0,0,0,0,0,0,0,
1,-4.31604,-0.108674,0.00610104,0.00445938,0.000102358,-3.63488e-05,0,0,-1.47685,0.478578,0.046414,-0.00515804,-0.000503627,3.85924e-05,0,0,1,3.59652e-10,9.22444e-11,1.83604e-11,-8.64553e-12,1.52744e-12,0,0,0,0,0,0,0,0,0,0,
1,-4.41409,-0.0828665,0.0197298,0.00450532,-7.93867e-05,-3.63489e-05,0,0,-0.957477,0.55411,0.028304,-0.00678663,-0.000310665,3.85923e-05,0,0,1,5.73124e-10,1.0662e-10,-1.31415e-11,1.95559e-11,-9.24727e-12,0,0,0,0,0,0,0,0,0,0,
1,-4.47283,-0.0303901,0.032406,0.00382429,-0.000261131,-3.63489e-05,0,0,-0.382122,0.589309,0.00646605,-0.00764336,-0.000117704,7.19633e-05,0,0,1,7.85995e-10,8.96225e-11,-2.49294e-11,3.66196e-11,-1.85461e-11,0,0,0,0,0,0,0,0,0,0,
1,-4.46729,0.0446685,0.0419486,0.00241628,-0.000442875,-3.63489e-05,0,0,0.205964,0.5792,-0.0164506,-0.00739455,0.000242112,7.19633e-05,0,0,1,9.34375e-10,2.15241e-11,-1.99041e-11,1.62128e-11,-4.41469e-12,0,0,0,0,0,0,0,0,0,0,
1,-4.37874,0.133861,0.0461767,0.000281288,-0.000624619,3.76598e-05,0,0,0.761632,0.525443,-0.036462,-0.00570647,0.000601927,-2.04547e-06,0,0,1,9.58223e-10,9.14824e-12,-5.49534e-11,8.29079e-11,-3.99076e-11,0,0,0,0,0,0,0,0,0,0,
1,-4.199,0.224748,0.0436494,-0.00184059,-0.000436321,3.76598e-05,0,0,1.24551,0.437797,-0.0499903,-0.00331921,0.000591699,-2.04513e-06,0,0,1,9.71504e-10,-4.88196e-11,1.13534e-10,-9.41043e-11,3.49023e-11,0,0,0,0,0,0,0,0,0,0,
1,-3.93285,0.304969,0.0358863,-0.00320928,-0.000248022,3.76598e-05,0,0,1.63058,0.330216,-0.0564181,-0.000972865,0.000581473,-2.04563e-06,0,0,1,9.81023e-10,-1.59872e-12,-2.04206e-10,1.69467e-10,-2.99669e-11,0,0,0,0,0,0,0,0,0,0,
1,-3.59541,0.36631,0.025147,-0.00382477,-5.97227e-05,3.76598e-05,0,0,1.90399,0.216776,-0.0558684,0.00133257,0.000571245,-2.04572e-06,0,0,1,9.04604e-10,-5.50457e-11,1.44587e-10,-9.47669e-11,3.0169e-11,0,0,0,0,0,0,0,0,0,0,
