duration,x^0,x^1,x^2,x^3,x^4,x^5,x^6,x^7,y^0,y^1,y^2,y^3,y^4,y^5,y^6,y^7,z^0,z^1,z^2,z^3,z^4,z^5,z^6,z^7,yaw^0,yaw^1,yaw^2,yaw^3,yaw^4,yaw^5,yaw^6,yaw^7
1,-4,0,0,0.0259669,-0.00635452,0.000440322,0,0,1.5,0,0,0.00251846,-0.00240608,0.000217978,0,0,1,0,0,-0.000567208,3.45029e-05,-5.25807e-07,0,0,0,0,0,0,0,0,0,0,
1,-3.97995,0.0546841,0.0441767,0.00495202,-0.0041529,0.000440322,0,0,1.50033,-0.000979062,-0.00470134,-0.00492609,-0.00131619,0.000217978,0,0,0.999467,-0.00156624,-0.00149987,-0.000434454,3.18745e-05,-5.25727e-07,0,0,0,0,0,0,0,0,0,0,
1,-3.87985,0.143484,0.0385186,-0.00725637,-0.00195129,0.000440322,0,0,1.48863,-0.0293349,-0.025197,-0.00801108,-0.000226302,0.000217978,0,0,0.995998,-0.00574447,-0.00261724,-0.000312214,2.92458e-05,-5.25661e-07,0,0,0,0,0,0,0,0,0,0,
1,-3.70661,0.193148,0.00944492,-0.0106583,0.000250319,0.000440322,0,0,1.42607,-0.103577,-0.0484083,-0.00673651,0.000863589,0.000217978,0,0,0.987352,-0.0118012,-0.00338366,-0.000200487,2.66175e-05,-5.25691e-07,0,0,0,0,0,0,0,0,0,0,
1,-3.51399,0.183266,-0.0166249,-0.00576199,0.0014356,-6.78445e-05,0,0,1.26843,-0.216059,-0.0612565,-0.00185644,0.00247797,-0.000568776,0,0,0.971993,-0.0190662,-0.00383068,-9.92741e-05,2.3989e-05,-5.25689e-07,0,0,0,0,0,0,0,0,0,0,
1,-3.35174,0.138133,-0.0259757,-0.000698049,0.00109637,-6.78445e-05,0,0,0.991171,-0.337074,-0.0576458,0.00281378,0.000621807,-2.71774e-05,0,0,0.94902,-0.026932,-0.00398982,-8.57475e-06,2.13605e-05,-5.25657e-07,0,0,0,0,0,0,0,0,0,0,
1,-3.23925,0.0881339,-0.0221701,0.003009,0.000757152,-6.78445e-05,0,0,0.59986,-0.441572,-0.0457454,0.00502924,0.00048592,-2.71774e-05,0,0,0.918111,-0.0348546,-0.00389264,7.16107e-05,1.87321e-05,-5.25643e-07,0,0,0,0,0,0,0,0,0,0,
1,-3.16959,0.0555101,-0.00927862,0.00535917,0.00041793,-6.78445e-05,0,0,0.11803,-0.516168,-0.0280139,0.00670114,0.000350033,-2.71774e-05,0,0,0.879453,-0.0423527,-0.00357067,0.000141283,1.61037e-05,-5.25699e-07,0,0,0,0,0,0,0,0,0,0,
1,-3.11765,0.0543628,0.00862802,0.00635244,7.87073e-05,-6.78445e-05,0,0,-0.419128,-0.550828,-0.00608205,0.0078295,0.000214147,-2.71774e-05,0,0,0.833687,-0.0490084,-0.00305546,0.000200441,1.34753e-05,-5.2569e-07,0,0,0,0,0,0,0,0,0,0,
1,-3.0483,0.0906518,0.0274791,0.00598883,-0.000260515,-6.78445e-05,0,0,-0.968021,-0.538783,0.0184196,0.00841432,7.82599e-05,-2.71774e-05,0,0,0.781836,-0.0544667,-0.00237854,0.000249085,1.08468e-05,-5.25667e-07,0,0,0,0,0,0,0,0,0,0,
1,-2.9245,0.162195,0.0432041,0.00426832,-0.000599737,-6.78445e-05,0,0,-1.47992,-0.476523,0.0438603,0.00845558,-5.76269e-05,-0.000262868,0,0,0.725251,-0.0584358,-0.00157146,0.000287215,8.21854e-06,-5.2571e-07,0,0,0,0,0,0,0,0,0,0,
1,-2.7155,0.25867,0.0517322,0.00119093,-0.00093896,-0.000102173,0,0,-1.90445,-0.364981,0.0662526,0.0055964,-0.00137197,3.75982e-05,0,0,0.665538,-0.0606868,-0.00066576,0.000314833,5.58998e-06,-5.25679e-07,0,0,0,0,0,0,0,0,0,0,
1,-2.40495,0.361441,0.0486495,-0.00358664,-0.00144982,-0.000102173,0,0,-2.19891,-0.220986,0.075186,0.00048451,-0.00118397,3.75977e-05,0,0,0.604505,-0.0610541,0.000307021,0.000331936,2.96157e-06,-5.25684e-07,0,0,0,0,0,0,0,0,0,0,
1,-2,0.441669,0.0281689,-0.0104077,-0.00196069,0.000593614,0,0,-2.34538,-0.0737088,0.0699117,-0.00387541,-0.000995985,-0.000100157,0,0,0.544093,-0.0594351,0.00131534,0.000338525,3.33153e-07,-5.25687e-07,0,0,0,0,0,0,0,0,0,0,
1,-1.54194,0.46191,-0.00888216,-0.0123143,0.00100738,0.000215965,0,0,-2.35414,0.0500036,0.0513079,-0.00886092,-0.00149677,0.000277491,0,0,0.486311,-0.0557901,0.00232766,0.000334601,-2.29528e-06,-5.25688e-07,0,0,0,0,0,0,0,0,0,0,
1,-1.1,0.412312,-0.0376211,-0.00612513,0.00208721,-0.000225922,0,0,-2.26291,0.121437,0.0185194,-0.0120731,-0.000109319,0.000277491,0,0,0.433181,-0.0501428,0.00331243,0.000320163,-4.92371e-06,-5.25687e-07,0,0,0,0,0,0,0,0,0,0,
1,-0.729573,0.325913,-0.0457325,0.000275946,0.00158053,8.55447e-05,0,0,-2.13486,0.123207,-0.0155809,-0.00973547,0.00127814,0.000277491,0,0,0.386665,-0.0425798,0.00423812,0.000295211,-7.55214e-06,-5.25686e-07,0,0,0,0,0,0,0,0,0,0,
1,-0.447451,0.242026,-0.034566,0.00745351,0.00145395,-0.000468758,0,0,-2.03542,0.0693386,-0.0343436,-0.00184802,0.00211129,-0.000276812,0,0,0.348611,-0.0332507,0.00507319,0.000259746,-1.01806e-05,-5.25686e-07,0,0,0,0,0,0,0,0,0,0,
1,-0.231552,0.198726,-0.00816935,0.00858173,-0.000889841,2.53458e-05,0,0,-2.00043,0.00216852,-0.029988,0.003829,-3.81211e-05,-5.56949e-06,0,0,0.320682,-0.0223685,0.00578608,0.000213767,-1.2809e-05,-5.25686e-07,0,0,0,0,0,0,0,0,0,0,
1,-0.0332775,0.2047,0.0124903,0.00527583,-0.000763113,2.53459e-05,0,0,-2.02447,-0.0465009,-0.0187854,0.00362083,-6.59685e-05,-5.56948e-06,0,0,0.3043,-0.0102089,0.00634527,0.000157274,-1.54374e-05,-5.25687e-07,0,0,0,0,0,0,0,0,0,0,
1,0.188451,0.242583,0.0239925,0.00247683,-0.000636385,2.53457e-05,0,0,-2.0862,-0.073501,-0.00837447,0.00330126,-9.38159e-05,-5.56949e-06,0,0,0.300578,0.00288913,0.00671921,9.02672e-05,-1.8375e-05,-8.3486e-07,0,0,0,0,0,0,0,0,0,0,
