duration,x^0,x^1,x^2,x^3,x^4,x^5,x^6,x^7,y^0,y^1,y^2,y^3,y^4,y^5,y^6,y^7,z^0,z^1,z^2,z^3,z^4,z^5,z^6,z^7,yaw^0,yaw^1,yaw^2,yaw^3,yaw^4,yaw^5,yaw^6,yaw^7
1,-0.5,0,0,0.0208434,-0.00296935,-0.00012227,0,0,-4,0,0,0.0138154,0.00035247,-0.000512014,0,0,1,0,0,8.2883e-11,-5.7808e-11,1.98885e-11,0,0,0,0,0,0,0,0,0,0,
1,-0.482248,0.0500415,0.0434915,0.00852946,-0.00515301,0.000663881,0,0,-3.98634,0.040296,0.0384409,0.0108913,-0.0037799,0.000274138,0,0,1,1.00145e-10,-2.21544e-10,1.65148e-11,3.5377e-11,-1.08059e-11,0,0,0,0,0,0,0,0,0,0,
1,-0.384675,0.14532,0.0448006,-0.00544377,-0.0018336,0.000663881,0,0,-3.90022,0.136103,0.0511768,-0.00148693,-0.00240921,0.000274138,0,0,1,-2.09014e-10,-9.47828e-11,-1.04865e-10,1.32563e-10,-4.31521e-11,0,0,0,0,0,0,0,0,0,0,
1,-0.201168,0.214575,0.0241065,-0.00613938,0.0014858,-0.000140225,0,0,-3.71656,0.225729,0.0350021,-0.00838241,-0.00103853,0.000274137,0,0,1,-4.07589e-10,8.49578e-11,-7.38005e-11,7.08669e-11,-1.91158e-11,0,0,0,0,0,0,0,0,0,0,
1,0.03272,0.249612,0.0132009,-0.00159843,0.000784676,-0.000140225,0,0,-3.46498,0.267803,0.0063651,-0.00979514,0.000332161,0.000274138,0,0,1,-2.70118e-10,1.03e-10,2.09077e-11,-8.40217e-13,-2.90301e-12,0,0,0,0,0,0,0,0,0,0,
1,0.294579,0.273656,0.0117114,0.000138023,8.35504e-05,-0.000140225,0,0,-3.2,0.253847,-0.018286,-0.00572512,0.00170285,-8.65526e-05,0,0,1,-1.54126e-11,1.30175e-10,1.97193e-11,-1.9158e-11,1.08968e-11,0,0,0,0,0,0,0,0,0,0,
1,0.580027,0.297126,0.0112245,-0.000601037,-0.00127554,0.00018876,0,0,-2.96855,0.206478,-0.0261098,0.000220752,0.00127009,-8.65526e-05,0,0,1,3.02704e-10,2.44786e-10,-8.05045e-12,3.14992e-11,-2.82789e-11,0,0,0,0,0,0,0,0,0,0,
1,0.88669,0.313613,0.00365572,-0.00381561,-0.000331746,0.000188761,0,0,-2.78677,0.159569,-0.0186925,0.00443557,0.000837323,-8.65526e-05,0,0,1,7.68392e-10,2.20391e-10,1.11323e-10,-1.1333e-10,3.51787e-11,0,0,0,0,0,0,0,0,0,0,
1,1.2,0.309095,-0.00789396,-0.00325498,0.000612056,-3.431e-05,0,0,-2.64071,0.138407,-0.00122739,0.00691934,0.00040456,-8.65526e-05,0,0,1,1.32054e-09,1.80249e-10,1.61462e-10,-1.46168e-10,4.41216e-11,0,0,0,0,0,0,0,0,0,0,
1,1.49852,0.285818,-0.0143297,-0.00114986,0.000440505,-3.43096e-05,0,0,-2.4963,0.157896,0.0210925,0.00767205,-2.82027e-05,-8.65527e-05,0,0,1,1.80914e-09,3.53014e-10,-1.28608e-11,-2.11031e-12,-4.46221e-12,0,0,0,0,0,0,0,0,0,0,
