duration,x^0,x^1,x^2,x^3,x^4,x^5,x^6,x^7,y^0,y^1,y^2,y^3,y^4,y^5,y^6,y^7,z^0,z^1,z^2,z^3,z^4,z^5,z^6,z^7,yaw^0,yaw^1,yaw^2,yaw^3,yaw^4,yaw^5,yaw^6,yaw^7
1,-0.5,0,0,-0.00610201,0.000600572,-1.33707e-05,0,0,4,0,0,-0.0641635,0.0173222,-0.00136178,0,0,1,0,0,0.00792179,-0.00104516,3.85357e-05,0,0,0,0,0,0,0,0,0,0,
1,-0.505515,-0.0159706,-0.0148363,-0.00383343,0.000533719,-1.33708e-05,0,0,3.9518,-0.130011,-0.102175,-0.00849265,0.0105133,-0.00136178,0,0,1.00692,0.0197774,0.0178798,0.00412651,-0.000852481,3.85357e-05,0,0,0,0,0,0,0,0,0,0,
1,-0.539635,-0.0550754,-0.023268,-0.00183226,0.000466866,-1.33707e-05,0,0,3.72027,-0.324595,-0.0781914,0.0199427,0.00370441,-0.00136178,0,0,1.04788,0.0646993,0.0255298,0.00110194,-0.000659803,3.85357e-05,0,0,0,0,0,0,0,0,0,0,
1,-0.619357,-0.105308,-0.0260973,-9.85027e-05,0.000400012,-1.33706e-05,0,0,3.33977,-0.413141,-0.00975459,0.0211426,-0.00310447,0.000107901,0,0,1.13859,0.116618,0.0252622,-0.00115191,-0.000467124,3.85357e-05,0,0,0,0,0,0,0,0,0,0,
1,-0.750474,-0.156264,-0.0241264,0.00136784,0.000333158,-1.33706e-05,0,0,2.93502,-0.381101,0.0361253,0.0098037,-0.00256497,0.000107901,0,0,1.27889,0.162011,0.019389,-0.00263505,-0.000274447,3.85361e-05,0,0,0,0,0,0,0,0,0,0,
1,-0.929177,-0.199148,-0.0181576,0.00256677,0.000266305,-1.33707e-05,0,0,2.59739,-0.28916,0.0512257,0.000622838,-0.00202546,0.000107901,0,0,1.45742,0.191979,0.0102226,-0.00334748,-8.17679e-05,3.85354e-05,0,0,0,0,0,0,0,0,0,0,
1,-1.14366,-0.226764,-0.00899322,0.00349828,0.000199452,-1.33707e-05,0,0,2.35816,-0.192402,0.0420204,-0.00640001,-0.00148596,0.000107901,0,0,1.65623,0.202247,7.48637e-05,-0.0032892,0.000110911,3.85356e-05,0,0,0,0,0,0,0,0,0,0,
1,-1.37574,-0.233525,0.00256461,0.00416238,0.000132598,-9.04008e-05,0,0,2.2,-0.132966,0.0149836,-0.0112648,-0.000946456,0.000351854,0,0,1.85542,0.193165,-0.0087419,-0.0024602,0.000303588,-9.9256e-06,0,0,0,0,0,0,0,0,0,0,
1,-1.60249,-0.21583,0.0149433,0.00378877,-0.000319408,-9.04e-05,0,0,2.07016,-0.13882,-0.0209711,-0.0115321,0.000812814,0.000351854,0,0,2.03767,0.169466,-0.0144002,-0.0013451,0.000253959,-9.92602e-06,0,0,0,0,0,0,0,0,0,0,
1,-1.8,-0.176307,0.0234892,0.00160714,-0.000771408,5.97782e-05,0,0,1.9,-0.210348,-0.0471721,-0.00476233,0.00257208,-0.000416452,0,0,2.19164,0.137596,-0.017011,-0.000428529,0.000204329,-9.92606e-06,0,0,0,0,0,0,0,0,0,0,
1,-1.95192,-0.127294,0.0242799,-0.000880714,-0.000472517,5.97782e-05,0,0,1.63987,-0.310773,-0.0501911,0.00136149,0.000489825,-2.57829e-05,0,0,2.31199,0.103056,-0.0171699,0.000289526,0.000154699,-9.92602e-06,0,0,0,0,0,0,0,0,0,0,
1,-2.05623,-0.0829675,0.0194005,-0.002173,-0.000173626,5.97782e-05,0,0,1.28074,-0.40524,-0.0434255,0.00306296,0.000360909,-2.57833e-05,0,0,2.39831,0.0701541,-0.0154724,0.00080906,0.000105068,-9.92601e-06,0,0,0,0,0,0,0,0,0,0,
1,-2.12208,-0.0510812,0.0124375,-0.00226972,0.000125265,5.97782e-05,0,0,0.835468,-0.481588,-0.032329,0.00424876,0.000231992,-2.57833e-05,0,0,2.4539,0.0420072,-0.0125141,0.00113007,5.54384e-05,-9.92601e-06,0,0,0,0,0,0,0,0,0,0,
1,-2.16281,-0.0322154,0.00697769,-0.00117088,0.000424156,5.97782e-05,0,0,0.326006,-0.5327,-0.0184486,0.00491889,0.000103075,-2.57834e-05,0,0,2.48456,0.0205413,-0.00889049,0.00125257,5.80832e-06,-9.92601e-06,0,0,0,0,0,0,0,0,0,0,
1,-2.18874,-0.0197772,0.00660777,0.00112353,0.000723047,5.97782e-05,0,0,-0.220147,-0.554557,-0.00333133,0.00507336,-2.58411e-05,-2.57835e-05,0,0,2.49746,0.00649168,-0.0051972,0.00117654,-4.38217e-05,-9.92601e-06,0,0,0,0,0,0,0,0,0,0,
1,-2.2,1.27384e-10,0.0149144,0.0046135,0.00115089,-0.000229662,0,0,-0.773014,-0.546232,0.0114759,0.00471216,-0.000154758,-2.57834e-05,0,0,2.49988,-0.000598013,-0.00202977,0.000901993,-8.54079e-05,-1.88215e-06,0,0,0,0,0,0,0,0,0,0,
1,-2.17955,0.0471246,0.0333637,0.00692045,2.58331e-06,-0.000229662,0,0,-1.30324,-0.509892,0.024426,0.00383529,-0.000283675,-2.57833e-05,0,0,2.49807,-0.00230261,0.000144943,0.00054154,-9.48187e-05,-1.88214e-06,0,0,0,0,0,0,0,0,0,0,
1,-2.09237,0.133475,0.0518439,0.00463417,-0.00114573,-0.000229662,0,0,-1.78518,-0.450798,0.033972,0.00244276,-0.000412591,-2.57836e-05,0,0,2.49635,-0.00077679,0.00118183,0.000143444,-0.000104229,-1.88214e-06,0,0,0,0,0,0,0,0,0,0,
1,-1.90379,0.245334,0.0565754,-0.000884391,-0.00501599,0.00113131,0,0,-2.2,-0.377305,0.0385669,0.000534563,-0.000541508,3.405e-05,0,0,2.4968,0.00159087,0.000967963,-0.000292295,-0.00011364,-1.88213e-06,0,0,0,0,0,0,0,0,0,0,
