duration,x^0,x^1,x^2,x^3,x^4,x^5,x^6,x^7,y^0,y^1,y^2,y^3,y^4,y^5,y^6,y^7,z^0,z^1,z^2,z^3,z^4,z^5,z^6,z^7,yaw^0,yaw^1,yaw^2,yaw^3,yaw^4,yaw^5,yaw^6,yaw^7
1,0.5,0,0,-0.0036519,-6.51477e-05,2.14934e-05,0,0,4,0,0,-0.0201887,0.0021881,3.13838e-05,0,0,1,0,0,-0.0128625,0.00224176,-9.31491e-05,0,0,0,0,0,0,0,0,0,0,
1,0.496304,-0.0111088,-0.0111316,-0.00369755,4.23163e-05,2.14939e-05,0,0,3.98203,-0.0516567,-0.0471236,-0.0111224,0.00234502,3.13853e-05,0,0,0.989286,-0.030086,-0.0260683,-0.00482689,0.00177602,-9.3149e-05,0,0,0,0,0,0,0,0,0,0,
1,0.47043,-0.044188,-0.0217555,-0.00331335,0.000149793,2.14906e-05,0,0,3.8745,-0.169734,-0.066107,-0.00169587,0.00303662,-0.000235958,0,0,0.929988,-0.0900649,-0.0308243,0.0013457,0.00131027,-9.3149e-05,0,0,0,0,0,0,0,0,0,0,
1,0.401345,-0.0969324,-0.0305818,-0.00249927,0.000257253,2.14932e-05,0,0,3.63977,-0.296069,-0.0553344,0.00809104,0.00185683,-0.000235958,0,0,0.811661,-0.142901,-0.019857,0.00565531,0.000844529,-9.3149e-05,0,0,0,0,0,0,0,0,0,0,
1,0.27161,-0.164457,-0.0363212,-0.00125532,0.00036472,2.14933e-05,0,0,3.29808,-0.376217,-0.0222799,0.0131588,0.000677044,-0.000235958,0,0,0.65531,-0.162737,0.00124456,0.00810193,0.000378783,-9.3149e-05,0,0,0,0,0,0,0,0,0,0,
1,0.0699623,-0.239299,-0.0376839,0.000418494,0.000472187,2.14936e-05,0,0,2.91318,-0.379772,0.0188992,0.0135074,-0.000502745,-0.000235958,0,0,0.502205,-0.134893,0.0268916,0.00868557,-8.6962e-05,-9.31491e-05,0,0,0,0,0,0,0,0,0,0,
1,-0.206109,-0.311415,-0.0333803,0.00252217,0.000579658,2.14921e-05,0,0,2.56507,-0.304643,0.0540453,0.00913684,-0.00168254,-0.000235958,0,0,0.40271,-0.0558663,0.051495,0.00740623,-0.000552707,-9.31491e-05,0,0,0,0,0,0,0,0,0,0,
1,-0.547781,-0.368184,-0.022121,0.00505572,0.000687121,-8.67281e-05,0,0,2.3217,-0.177051,0.0690011,4.71153e-05,-0.00286233,-1.95146e-05,0,0,0.405099,0.0666659,0.069466,0.00426391,-0.00101845,-9.31491e-05,0,0,0,0,0,0,0,0,0,0,
1,-0.93243,-0.394943,-0.00369835,0.00693693,0.00025348,-8.67282e-05,0,0,2.21081,-0.0504547,0.0517733,-0.0115973,-0.0029599,-1.95148e-05,0,0,0.544383,0.21385,0.0752155,-0.000741388,-0.0014842,-9.3149e-05,0,0,0,0,0,0,0,0,0,0,
1,-1.32397,-0.380949,0.017766,0.00708356,-0.00018016,-8.67283e-05,0,0,2.19755,0.00636271,-0.000973249,-0.0206619,-0.00899792,0.00295071,0,0,0.83113,0.355654,0.0631547,-0.00760967,-0.00194994,-9.31491e-05,0,0,0,0,0,0,0,0,0,0,
1,-1.68033,-0.325321,0.0370685,0.00549564,-0.000613802,-8.67282e-05,0,0,2.17623,-0.0788075,-0.0874393,-0.0319216,0.015306,-0.00182447,0,0,1.24029,0.450869,0.0276945,-0.0139533,-0.00719087,0.00229444,0,0,0,0,0,0,0,0,0,0,
1,-1.96379,-0.237586,0.0490053,0.00236346,-0.00142806,0.000103582,0,0,1.99155,-0.297349,-0.109613,0.0112479,0.005803,-0.00163416,0,0,1.7,0.447107,-0.0343663,-0.0197724,0.00428134,-0.000269865,0,0,0,0,0,0,0,0,0,0,
1,-2.15133,-0.137679,0.0485631,-0.00231297,-0.000910154,0.000103582,0,0,1.6,-0.467791,-0.0573931,0.0181182,-0.00236781,0.000130094,0,0,2.09698,0.334833,-0.0706942,-0.00534571,0.00293201,-0.000269865,0,0,0,0,0,0,0,0,0,0,
1,-2.24357,-0.0506143,0.0371991,-0.00491777,-0.000392245,0.000103582,0,0,1.0907,-0.537043,-0.0159442,0.00994794,-0.00171734,0.000130094,0,0,2.35843,0.187786,-0.0718379,0.00368369,0.00158269,-0.000269865,0,0,0,0,0,0,0,0,0,0,
1,-2.26219,0.00797951,0.0211281,-0.00545094,0.000125663,0.000103582,0,0,0.54607,-0.545306,0.00489647,0.00437951,-0.00106687,0.000130094,0,0,2.47938,0.0601429,-0.0539893,0.0073158,0.000233366,-0.000269865,0,0,0,0,0,0,0,0,0,0,
1,-2.2383,0.0349035,0.00656513,-0.00391247,0.000643571,0.000103582,0,0,0.00910329,-0.525992,0.0129347,0.00130441,-0.000199311,2.15475e-05,0,0,2.49281,-0.0263043,-0.0333404,0.00584147,-0.000534265,2.09814e-05,0,0,0,0,0,0,0,0,0,0,
1,-2.2,0.0393886,-0.000275029,-0.000302364,0.00116148,-0.000128068,0,0,-0.502827,-0.496899,0.0158676,0.000701874,-5.00332e-05,7.76866e-07,0,0,2.4385,-0.0774928,-0.0188118,0.00391422,-0.000429358,2.09814e-05,0,0,0,0,0,0,0,0,0,0,
1,-2.16016,0.041937,0.00450608,0.00306288,0.000521141,-0.000128068,0,0,-0.983206,-0.463254,0.0176808,0.000509509,-4.61506e-05,7.76114e-07,0,0,2.3457,-0.104986,-0.00943545,0.0024066,-0.000324451,2.09814e-05,0,0,0,0,0,0,0,0,0,0,
1,-2.11026,0.061582,0.0155409,0.00386676,-0.000119198,-0.000128068,0,0,-1.42832,-0.426545,0.0189401,0.000332669,-4.22708e-05,7.76713e-07,0,0,2.23338,-0.11783,-0.00395255,0.00131861,-0.000219545,2.09814e-05,0,0,0,0,0,0,0,0,0,0,
1,-2.02951,0.103147,0.0251453,0.0021093,-0.000759536,-0.000128068,0,0,-1.83563,-0.387832,0.0196923,0.000171367,-3.84089e-05,7.83662e-07,0,0,2.11272,-0.122553,-0.00110418,0.000650242,-0.000114638,2.09813e-05,0,0,0,0,0,0,0,0,0,0,
1,-1.9,0.156087,0.0256353,-0.00220953,-0.00139988,0.0003382,0,0,-2.20363,-0.348083,0.0199839,2.55587e-05,-3.45078e-05,7.76263e-07,0,0,1.98962,-0.123164,0.000368529,0.000401504,-9.731e-06,-1.14598e-07,0,0,0,0,0,0,0,0,0,0,
1,-1.72155,0.19682,0.0139895,-0.00442703,0.000291123,-6.15673e-06,0,0,-2.53174,-0.308173,0.0198613,-0.000104711,-3.0628e-05,7.76937e-07,0,0,1.86721,-0.121262,0.00151351,0.000361434,-1.0304e-05,-1.14594e-07,0,0,0,0,0,0,0,0,0,0,
