duration,x^0,x^1,x^2,x^3,x^4,x^5,x^6,x^7,y^0,y^1,y^2,y^3,y^4,y^5,y^6,y^7,z^0,z^1,z^2,z^3,z^4,z^5,z^6,z^7,yaw^0,yaw^1,yaw^2,yaw^3,yaw^4,yaw^5,yaw^6,yaw^7
1,4,0,0,-0.00767724,0.000941839,-3.59774e-05,0,0,-0.5,0,0,0.0329107,-0.00720977,0.000445526,0,0,1,0,0,-0.00163097,0.000268972,-9.30552e-06,0,0,0,0,0,0,0,0,0,0,
1,3.99323,-0.0194442,-0.0177405,-0.00426965,0.000761948,-3.59763e-05,0,0,-0.473854,0.0721207,0.0599288,0.00852688,-0.00498214,0.000445526,0,0,0.998629,-0.00386355,-0.00337213,-0.000648137,0.000222446,-9.30549e-06,0,0,0,0,0,0,0,0,0,0,
1,3.9525,-0.0648662,-0.0263375,-0.00158162,0.000582065,-3.59772e-05,0,0,-0.337814,0.199858,0.0600718,-0.00694642,-0.00275451,0.000445527,0,0,0.990958,-0.011709,-0.00407492,0.000148593,0.000175919,-9.3052e-06,0,0,0,0,0,0,0,0,0,0,
1,3.86026,-0.120138,-0.0279497,0.000386862,0.000402177,-3.59777e-05,0,0,-0.0871396,0.290372,0.0271607,-0.0135092,-0.00052688,0.000445523,0,0,0.975489,-0.0187559,-0.00266668,0.000759219,0.000129393,-9.30509e-06,0,0,0,0,0,0,0,0,0,0,
1,3.71293,-0.173448,-0.0247359,0.00163579,0.00022229,-3.59765e-05,0,0,0.216802,0.304286,-0.012073,-0.0111615,0.00170075,0.000445524,0,0,0.954946,-0.0213405,0.000294283,0.00118374,8.28674e-05,-9.30528e-06,0,0,0,0,0,0,0,0,0,0,
1,3.51657,-0.217303,-0.0188545,0.00216518,4.24029e-05,-3.59779e-05,0,0,0.5,0.255686,-0.0308977,9.67634e-05,0.00392838,-0.000517262,0,0,0.935157,-0.0169158,0.00424965,0.00142216,3.63409e-05,-9.30519e-06,0,0,0,0,0,0,0,0,0,0,
1,3.28258,-0.248527,-0.0124644,0.00197501,-0.00013749,-3.59779e-05,0,0,0.728296,0.207308,-0.0122097,0.0106377,0.00134207,-0.000517262,0,0,0.92394,-0.00405122,0.00864111,0.00147447,-1.01853e-05,-9.30516e-06,0,0,0,0,0,0,0,0,0,0,
1,3.02339,-0.26826,-0.00772403,0.00106527,-0.000317365,2.08851e-05,0,0,0.934857,0.217584,0.022583,0.0108333,-0.00124424,-0.000517262,0,0,0.929985,0.0175671,0.0129103,0.00134067,-5.67109e-05,-9.30532e-06,0,0,0,0,0,0,0,0,0,0,
1,2.74817,-0.281677,-0.00622354,4.67265e-06,-0.000212938,3.15694e-05,0,0,1.1841,0.287686,0.0424448,0.000683712,-0.00383055,0.000528896,0,0,0.961737,0.0471365,0.0164991,0.00102078,-0.000103238,-9.30513e-06,0,0,0,0,0,0,0,0,0,0,
1,2.4601,-0.294804,-0.00717149,-0.000531373,-5.51153e-05,3.15672e-05,0,0,1.51161,0.361949,0.0268016,-0.00946915,-0.000946797,0.000409259,0,0,1.02628,0.0827375,0.0188489,0.000514776,-0.000149764,-9.30518e-06,0,0,0,0,0,0,0,0,0,0,
1,2.15757,-0.310804,-0.00878064,-0.00043615,0.000102724,3.15672e-05,0,0,1.89035,0.385404,-0.00319412,-0.00916387,0.00109944,-4.50308e-05,0,0,1.12822,0.121334,0.0194016,-0.000177329,-0.00019629,-9.30515e-06,0,0,0,0,0,0,0,0,0,0,
1,1.83768,-0.329105,-0.00915707,0.000290413,0.000260557,3.15664e-05,0,0,2.26445,0.355697,-0.0245394,-0.00521638,0.000874314,-4.50213e-05,0,0,1.26858,0.158774,0.0175988,-0.00105554,-0.000242816,-9.30519e-06,0,0,0,0,0,0,0,0,0,0,
1,1.5,-0.345348,-0.00640683,0.00164831,0.000418387,-0.000111384,0,0,2.59122,0.294241,-0.0353928,-0.00216932,0.000649207,-4.50191e-05,0,0,1.44364,0.189787,0.0128823,-0.00211985,-0.000289342,3.13161e-05,0,0,0,0,0,0,0,0,0,0,
